,Slinks,Total lpGBT of Slinks,DAQlpGBT,LpGBT Rate,link variable,total rate,FPGA,Total lpGBT of FPGA,Total Rate of FPGA,Event-Buffer
4,45,8,985,74.06954,Single,800.01924,1,95,9606.25237,50
5,45,8,679,93.116,Single,800.01924,1,95,9606.25237,50
6,45,8,1447,23.6367,Single,800.01924,1,95,9606.25237,50
7,45,8,1421,24.3981,Single,800.01924,1,95,9606.25237,50
0,46,8,50,133.9072,Single,800.7249,15,99,9604.83317,51
1,46,8,891,188.5,Single,800.7249,15,99,9604.83317,51
2,46,8,777,74.1909,Single,800.7249,15,99,9604.83317,51
3,46,8,56,97.2976,Single,800.7249,15,99,9604.83317,51
4,46,8,58,83.9619,Single,800.7249,15,99,9604.83317,51
5,46,8,755,52.7979,Single,800.7249,15,99,9604.83317,51
6,46,8,920,170.0694,Double,800.7249,15,99,9604.83317,51
0,47,8,144,134.1629,Single,800.32335,2,96,9605.72124,51
1,47,8,79,159.4401,Single,800.32335,2,96,9605.72124,51
2,47,8,754,198.9359,Single,800.32335,2,96,9605.72124,51
3,47,8,1230,84.9166,Single,800.32335,2,96,9605.72124,51
4,47,8,1263,85.9288,Single,800.32335,2,96,9605.72124,51
5,47,8,1429,23.9338,Single,800.32335,2,96,9605.72124,51
6,47,8,1038,57.1801,Single,800.32335,2,96,9605.72124,51
7,47,8,1164,55.82515,Single,800.32335,2,96,9605.72124,51
0,48,8,145,134.1107,Single,800.8306,11,92,9604.11439,50
1,48,8,568,170.2679,Single,800.8306,11,92,9604.11439,50
2,48,8,206,180.6562,Single,800.8306,11,92,9604.11439,50
3,48,8,547,82.7815,Single,800.8306,11,92,9604.11439,50
4,48,8,490,101.3874,Single,800.8306,11,92,9604.11439,50
5,48,8,622,47.7833,Single,800.8306,11,92,9604.11439,50
6,48,8,1124,60.1975,Single,800.8306,11,92,9604.11439,50
7,48,8,1438,23.6461,Single,800.8306,11,92,9604.11439,50
0,49,7,501,118.958,Single,800.00322,14,90,9605.89069,50
1,49,7,909,150.5179,Single,800.00322,14,90,9605.89069,50
2,49,7,408,222.559,Single,800.00322,14,90,9605.89069,50
3,49,7,1259,66.4743,Single,800.00322,14,90,9605.89069,50
4,49,7,740,91.18294,Single,800.00322,14,90,9605.89069,50
5,49,7,1053,94.5749,Single,800.00322,14,90,9605.89069,50
6,49,7,1150,55.73618,Single,800.00322,14,90,9605.89069,50
0,50,10,28,134.7185,Single,800.31057,10,96,9607.17739,50
1,50,10,821,188.5409,Single,800.31057,10,96,9607.17739,50
2,50,10,493,77.4153,Single,800.31057,10,96,9607.17739,50
3,50,10,1282,65.2248,Single,800.31057,10,96,9607.17739,50
4,50,10,1400,19.9139,Single,800.31057,10,96,9607.17739,50
5,50,10,1483,27.7104,Single,800.31057,10,96,9607.17739,50
6,50,10,1220,55.11864,Single,800.31057,10,96,9607.17739,50
7,50,10,874,61.90243,Single,800.31057,10,96,9607.17739,50
8,50,10,922,169.7657,Double,800.31057,10,96,9607.17739,50
0,51,8,29,134.7113,Single,800.8308,7,97,9607.61069,51
1,51,8,948,171.2256,Single,800.8308,7,97,9607.61069,51
2,51,8,791,187.1451,Single,800.8308,7,97,9607.61069,51
3,51,8,702,101.5189,Single,800.8308,7,97,9607.61069,51
4,51,8,1170,69.1832,Single,800.8308,7,97,9607.61069,51
5,51,8,1471,27.9777,Single,800.8308,7,97,9607.61069,51
6,51,8,1300,53.2381,Single,800.8308,7,97,9607.61069,51
7,51,8,1215,55.8309,Single,800.8308,7,97,9607.61069,51
0,52,8,471,118.7039,Single,800.1323,15,99,9604.83317,51
1,52,8,25,150.8759,Single,800.1323,15,99,9604.83317,51
2,52,8,562,223.7453,Single,800.1323,15,99,9604.83317,51
3,52,8,1159,75.9664,Single,800.1323,15,99,9604.83317,51
4,52,8,797,77.9747,Single,800.1323,15,99,9604.83317,51
5,52,8,971,84.6689,Single,800.1323,15,99,9604.83317,51
6,52,8,1275,48.2792,Single,800.1323,15,99,9604.83317,51
7,52,8,1406,19.918,Single,800.1323,15,99,9604.83317,51
0,53,7,473,118.6237,Single,800.16738,2,96,9605.72124,51
1,53,7,1158,72.3097,Single,800.16738,2,96,9605.72124,51
2,53,7,1066,89.08778,Single,800.16738,2,96,9605.72124,51
3,53,7,184,91.0682,Single,800.16738,2,96,9605.72124,51
4,53,7,691,54.3436,Single,800.16738,2,96,9605.72124,51
5,53,7,198,374.7344,Double,800.16738,2,96,9605.72124,51
0,54,7,938,118.8125,Single,800.4296,11,92,9604.11439,50
1,54,7,214,152.1361,Single,800.4296,11,92,9604.11439,50
2,54,7,410,222.475,Single,800.4296,11,92,9604.11439,50
3,54,7,1200,62.6494,Single,800.4296,11,92,9604.11439,50
4,54,7,423,97.6776,Single,800.4296,11,92,9604.11439,50
5,54,7,583,97.9649,Single,800.4296,11,92,9604.11439,50
6,54,7,1334,48.7141,Single,800.4296,11,92,9604.11439,50
0,55,7,553,104.7992,Single,800.26879,12,97,9606.32338,50
1,55,7,608,80.6747,Single,800.26879,12,97,9606.32338,50
2,55,7,670,97.67489,Single,800.26879,12,97,9606.32338,50
3,55,7,120,96.3442,Single,800.26879,12,97,9606.32338,50
4,55,7,1098,45.6681,Single,800.26879,12,97,9606.32338,50
5,55,7,196,375.1077,Double,800.26879,12,97,9606.32338,50
0,56,7,368,116.4988,Single,800.63657,8,95,9605.39793,50
1,56,7,24,150.8607,Single,800.63657,8,95,9605.39793,50
2,56,7,560,224.1645,Single,800.63657,8,95,9605.39793,50
3,56,7,995,81.4892,Single,800.63657,8,95,9605.39793,50
4,56,7,768,87.00023,Single,800.63657,8,95,9605.39793,50
5,56,7,968,96.35234,Single,800.63657,8,95,9605.39793,50
6,56,7,697,44.2708,Single,800.63657,8,95,9605.39793,50
0,57,8,210,135.7941,Single,800.60962,6,96,9606.58655,51
1,57,8,85,169.1878,Single,800.60962,6,96,9606.58655,51
2,57,8,890,188.6264,Single,800.60962,6,96,9606.58655,51
3,57,8,1284,73.09441,Single,800.60962,6,96,9606.58655,51
4,57,8,485,101.3127,Single,800.60962,6,96,9606.58655,51
5,57,8,1493,27.6237,Single,800.60962,6,96,9606.58655,51
6,57,8,1126,56.16231,Single,800.60962,6,96,9606.58655,51
7,57,8,1325,48.8082,Single,800.60962,6,96,9606.58655,51
0,58,7,964,135.855,Single,800.8007,10,96,9607.17739,50
1,58,7,75,87.2257,Single,800.8007,10,96,9607.17739,50
2,58,7,708,97.1623,Single,800.8007,10,96,9607.17739,50
3,58,7,1178,64.2833,Single,800.8007,10,96,9607.17739,50
4,58,7,563,58.4605,Single,800.8007,10,96,9607.17739,50
5,58,7,166,357.8139,Double,800.8007,10,96,9607.17739,50
0,59,8,213,135.4372,Single,800.7883,3,96,9605.7608,51
1,59,8,176,172.6239,Single,800.7883,3,96,9605.7608,51
2,59,8,596,185.6297,Single,800.7883,3,96,9605.7608,51
3,59,8,942,87.9125,Single,800.7883,3,96,9605.7608,51
4,59,8,641,82.6902,Single,800.7883,3,96,9605.7608,51
5,59,8,415,53.5499,Single,800.7883,3,96,9605.7608,51
6,59,8,1452,23.4278,Single,800.7883,3,96,9605.7608,51
7,59,8,1206,59.5171,Single,800.7883,3,96,9605.7608,51
0,60,9,211,135.4799,Single,800.74342,15,99,9604.83317,51
1,60,9,540,172.6916,Single,800.74342,15,99,9604.83317,51
2,60,9,598,185.5583,Single,800.74342,15,99,9604.83317,51
3,60,9,647,99.4091,Single,800.74342,15,99,9604.83317,51
4,60,9,1272,69.49162,Single,800.74342,15,99,9604.83317,51
5,60,9,1345,12.9169,Single,800.74342,15,99,9604.83317,51
6,60,9,1033,52.8935,Single,800.74342,15,99,9604.83317,51
7,60,9,1352,12.5923,Single,800.74342,15,99,9604.83317,51
8,60,9,1242,59.7102,Single,800.74342,15,99,9604.83317,51
0,61,9,212,135.5892,Single,800.74579,2,96,9605.72124,51
1,61,9,1183,70.2985,Single,800.74579,2,96,9605.72124,51
2,61,9,1253,70.40759,Single,800.74579,2,96,9605.72124,51
3,61,9,1128,63.1898,Single,800.74579,2,96,9605.72124,51
4,61,9,1192,59.7872,Single,800.74579,2,96,9605.72124,51
5,61,9,1408,19.8935,Single,800.74579,2,96,9605.72124,51
6,61,9,1455,23.4361,Single,800.74579,2,96,9605.72124,51
7,61,9,164,358.1439,Double,800.74579,2,96,9605.72124,51
0,62,9,182,138.2592,Single,800.4132,6,96,9606.58655,51
1,62,9,1296,68.70327,Single,800.4132,6,96,9606.58655,51
2,62,9,897,76.0798,Single,800.4132,6,96,9606.58655,51
3,62,9,933,66.05845,Single,800.4132,6,96,9606.58655,51
4,62,9,1173,55.55438,Single,800.4132,6,96,9606.58655,51
5,62,9,1381,12.2151,Single,800.4132,6,96,9606.58655,51
6,62,9,1466,27.9955,Single,800.4132,6,96,9606.58655,51
7,62,9,0,355.5475,Double,800.4132,6,96,9606.58655,51
0,63,7,174,138.1982,Single,800.80382,9,91,9607.23065,50
1,63,7,1234,78.6681,Single,800.80382,9,91,9607.23065,50
2,63,7,828,85.80092,Single,800.80382,9,91,9607.23065,50
3,63,7,425,89.9543,Single,800.80382,9,91,9607.23065,50
4,63,7,811,52.6726,Single,800.80382,9,91,9607.23065,50
5,63,7,288,355.5097,Double,800.80382,9,91,9607.23065,50
0,64,8,990,136.1441,Single,800.77101,4,94,9607.95095,50
1,64,8,572,173.3784,Single,800.77101,4,94,9607.95095,50
2,64,8,478,181.5367,Single,800.77101,4,94,9607.95095,50
3,64,8,804,97.8664,Single,800.77101,4,94,9607.95095,50
4,64,8,107,81.3827,Single,800.77101,4,94,9607.95095,50
5,64,8,1439,23.6555,Single,800.77101,4,94,9607.95095,50
6,64,8,959,49.4919,Single,800.77101,4,94,9607.95095,50
7,64,8,1311,57.31531,Single,800.77101,4,94,9607.95095,50
0,65,7,1081,136.3683,Single,800.86857,16,91,9603.92923,51
1,65,7,724,173.665,Single,800.86857,16,91,9603.92923,51
2,65,7,509,181.8423,Single,800.86857,16,91,9603.92923,51
3,65,7,640,82.7116,Single,800.86857,16,91,9603.92923,51
4,65,7,925,93.189,Single,800.86857,16,91,9603.92923,51
5,65,7,677,92.99828,Single,800.86857,16,91,9603.92923,51
6,65,7,1041,40.09409,Single,800.86857,16,91,9603.92923,51
0,66,8,118,138.4171,Single,800.6027,11,92,9604.11439,50
1,66,8,726,173.4449,Single,800.6027,11,92,9604.11439,50
2,66,8,508,182.0448,Single,800.6027,11,92,9604.11439,50
3,66,8,549,97.8859,Single,800.6027,11,92,9604.11439,50
4,66,8,771,97.3962,Single,800.6027,11,92,9604.11439,50
5,66,8,1139,60.5216,Single,800.6027,11,92,9604.11439,50
6,66,8,1448,23.4409,Single,800.6027,11,92,9604.11439,50
7,66,8,1501,27.4513,Single,800.6027,11,92,9604.11439,50
0,67,8,1032,138.4708,Single,800.71348,8,95,9605.39793,50
1,67,8,1117,72.4962,Single,800.71348,8,95,9605.39793,50
2,67,8,1165,64.7525,Single,800.71348,8,95,9605.39793,50
3,67,8,941,84.3194,Single,800.71348,8,95,9605.39793,50
4,67,8,1469,27.9763,Single,800.71348,8,95,9605.39793,50
5,67,8,1312,57.26198,Single,800.71348,8,95,9605.39793,50
6,67,8,2,355.4363,Double,800.71348,8,95,9605.39793,50
0,68,7,119,138.3642,Single,800.7852,14,90,9605.89069,50
1,68,7,634,162.4353,Single,800.7852,14,90,9605.89069,50
2,68,7,444,195.2001,Single,800.7852,14,90,9605.89069,50
3,68,7,517,101.4553,Single,800.7852,14,90,9605.89069,50
4,68,7,363,93.653,Single,800.7852,14,90,9605.89069,50
5,68,7,710,97.271,Single,800.7852,14,90,9605.89069,50
6,68,7,1364,12.4063,Single,800.7852,14,90,9605.89069,50
0,69,9,1080,136.477,Single,800.5482,2,96,9605.72124,51
1,69,9,632,162.6169,Single,800.5482,2,96,9605.72124,51
2,69,9,142,194.9946,Single,800.5482,2,96,9605.72124,51
3,69,9,1129,63.1881,Single,800.5482,2,96,9605.72124,51
4,69,9,651,74.5613,Single,800.5482,2,96,9605.72124,51
5,69,9,801,93.6119,Single,800.5482,2,96,9605.72124,51
6,69,9,932,50.3246,Single,800.5482,2,96,9605.72124,51
7,69,9,1379,12.1976,Single,800.5482,2,96,9605.72124,51
8,69,9,1357,12.5762,Single,800.5482,2,96,9605.72124,51
0,70,8,1030,138.1946,Single,800.67016,10,96,9607.17739,50
1,70,8,880,174.446,Single,800.67016,10,96,9607.17739,50
2,70,8,853,181.5421,Single,800.67016,10,96,9607.17739,50
3,70,8,513,85.9653,Single,800.67016,10,96,9607.17739,50
4,70,8,1057,87.00726,Single,800.67016,10,96,9607.17739,50
5,70,8,1157,17.2284,Single,800.67016,10,96,9607.17739,50
6,70,8,593,56.012,Single,800.67016,10,96,9607.17739,50
7,70,8,1235,60.2745,Single,800.67016,10,96,9607.17739,50
0,71,9,91,139.0929,Single,799.5867,9,91,9607.23065,50
1,71,9,1231,84.9505,Single,799.5867,9,91,9607.23065,50
2,71,9,980,90.0313,Single,799.5867,9,91,9607.23065,50
3,71,9,1142,48.4387,Single,799.5867,9,91,9607.23065,50
4,71,9,1361,12.6002,Single,799.5867,9,91,9607.23065,50
5,71,9,1343,12.9046,Single,799.5867,9,91,9607.23065,50
6,71,9,627,56.1604,Single,799.5867,9,91,9607.23065,50
7,71,9,290,355.4081,Double,799.5867,9,91,9607.23065,50
0,72,7,83,136.8476,Single,800.66898,1,95,9606.25237,50
1,72,7,16,176.1495,Single,800.66898,1,95,9606.25237,50
2,72,7,852,181.4455,Single,800.66898,1,95,9606.25237,50
3,72,7,430,81.0768,Single,800.66898,1,95,9606.25237,50
4,72,7,965,77.79948,Single,800.66898,1,95,9606.25237,50
5,72,7,365,101.6421,Single,800.66898,1,95,9606.25237,50
6,72,7,603,45.708,Single,800.66898,1,95,9606.25237,50
0,73,10,82,136.9986,Single,800.50032,4,94,9607.95095,50
1,73,10,700,162.2252,Single,800.50032,4,94,9607.95095,50
2,73,10,461,81.8057,Single,800.50032,4,94,9607.95095,50
3,73,10,1223,82.5246,Single,800.50032,4,94,9607.95095,50
4,73,10,1505,27.4438,Single,800.50032,4,94,9607.95095,50
5,73,10,843,62.27952,Single,800.50032,4,94,9607.95095,50
6,73,10,1427,23.9436,Single,800.50032,4,94,9607.95095,50
7,73,10,1467,27.9811,Single,800.50032,4,94,9607.95095,50
8,73,10,892,195.2982,Double,800.50032,4,94,9607.95095,50
0,74,8,175,138.1856,Single,800.6929,5,89,9606.52564,50
1,74,8,17,176.1,Single,800.6929,5,89,9606.52564,50
2,74,8,694,183.0266,Single,800.6929,5,89,9606.52564,50
3,74,8,546,82.9847,Single,800.6929,5,89,9606.52564,50
4,74,8,997,84.6635,Single,800.6929,5,89,9606.52564,50
5,74,8,1402,19.8778,Single,800.6929,5,89,9606.52564,50
6,74,8,1199,61.8595,Single,800.6929,5,89,9606.52564,50
7,74,8,716,53.9952,Single,800.6929,5,89,9606.52564,50
0,75,7,533,113.4545,Single,800.71702,13,94,9601.45561,51
1,75,7,1313,85.9104,Single,800.71702,13,94,9601.45561,51
2,75,7,1232,93.43852,Single,800.71702,13,94,9601.45561,51
3,75,7,1196,67.0597,Single,800.71702,13,94,9601.45561,51
4,75,7,1028,59.6974,Single,800.71702,13,94,9601.45561,51
5,75,7,348,381.1565,Double,800.71702,13,94,9601.45561,51
0,76,8,535,113.4029,Single,800.4526,1,95,9606.25237,50
1,76,8,1241,77.4395,Single,800.4526,1,95,9606.25237,50
2,76,8,105,81.4691,Single,800.4526,1,95,9606.25237,50
3,76,8,559,46.3676,Single,800.4526,1,95,9606.25237,50
4,76,8,1085,47.5989,Single,800.4526,1,95,9606.25237,50
5,76,8,1034,52.9326,Single,800.4526,1,95,9606.25237,50
6,76,8,34,381.242,Double,800.4526,1,95,9606.25237,50
0,77,9,172,115.6955,Single,800.2145,12,97,9606.32338,50
1,77,9,86,150.4488,Single,800.2145,12,97,9606.32338,50
2,77,9,296,228.557,Single,800.2145,12,97,9606.32338,50
3,77,9,555,74.1917,Single,800.2145,12,97,9606.32338,50
4,77,9,1130,64.8164,Single,800.2145,12,97,9606.32338,50
5,77,9,1122,76.1951,Single,800.2145,12,97,9606.32338,50
6,77,9,1465,27.9684,Single,800.2145,12,97,9606.32338,50
7,77,9,477,49.961,Single,800.2145,12,97,9606.32338,50
8,77,9,1367,12.3806,Single,800.2145,12,97,9606.32338,50
0,78,7,332,103.0669,Single,800.71115,13,94,9601.45561,51
1,78,7,709,97.1818,Single,800.71115,13,94,9601.45561,51
2,78,7,1260,74.65511,Single,800.71115,13,94,9601.45561,51
3,78,7,967,96.43854,Single,800.71115,13,94,9601.45561,51
4,78,7,1332,48.3818,Single,800.71115,13,94,9601.45561,51
5,78,7,36,380.987,Double,800.71115,13,94,9601.45561,51
0,79,8,1031,138.0778,Single,800.51224,7,97,9607.61069,51
1,79,8,573,173.3066,Single,800.51224,7,97,9607.61069,51
2,79,8,692,183.3647,Single,800.51224,7,97,9607.61069,51
3,79,8,613,95.19628,Single,800.51224,7,97,9607.61069,51
4,79,8,738,79.3269,Single,800.51224,7,97,9607.61069,51
5,79,8,1475,27.7128,Single,800.51224,7,97,9607.61069,51
6,79,8,1015,49.45336,Single,800.51224,7,97,9607.61069,51
7,79,8,657,54.0738,Single,800.51224,7,97,9607.61069,51
0,80,8,565,113.887,Single,800.6919,11,92,9604.11439,50
1,80,8,1186,65.4995,Single,800.6919,11,92,9604.11439,50
2,80,8,994,81.5138,Single,800.6919,11,92,9604.11439,50
3,80,8,633,45.8345,Single,800.6919,11,92,9604.11439,50
4,80,8,1176,61.9728,Single,800.6919,11,92,9604.11439,50
5,80,8,785,51.0692,Single,800.6919,11,92,9604.11439,50
6,80,8,350,380.9151,Double,800.6919,11,92,9604.11439,50
0,81,7,173,115.6707,Single,800.7209,6,96,9606.58655,51
1,81,7,87,150.3618,Single,800.7209,6,96,9606.58655,51
2,81,7,327,228.602,Single,800.7209,6,96,9606.58655,51
3,81,7,1219,63.9391,Single,800.7209,6,96,9606.58655,51
4,81,7,860,84.6266,Single,800.7209,6,96,9606.58655,51
5,81,7,834,95.8195,Single,800.7209,6,96,9606.58655,51
6,81,7,1216,61.7012,Single,800.7209,6,96,9606.58655,51
0,82,7,247,137.4574,Single,799.96535,1,95,9606.25237,50
1,82,7,961,162.6195,Single,799.96535,1,95,9606.25237,50
2,82,7,143,194.8915,Single,799.96535,1,95,9606.25237,50
3,82,7,1277,68.91755,Single,799.96535,1,95,9606.25237,50
4,82,7,487,85.7465,Single,799.96535,1,95,9606.25237,50
5,82,7,899,94.5579,Single,799.96535,1,95,9606.25237,50
6,82,7,1037,55.775,Single,799.96535,1,95,9606.25237,50
0,83,10,359,118.3493,Single,800.58803,10,96,9607.17739,50
1,83,10,440,225.882,Single,800.58803,10,96,9607.17739,50
2,83,10,1271,69.39323,Single,800.58803,10,96,9607.17739,50
3,83,10,1112,76.6092,Single,800.58803,10,96,9607.17739,50
4,83,10,1273,63.7621,Single,800.58803,10,96,9607.17739,50
5,83,10,1434,23.942,Single,800.58803,10,96,9607.17739,50
6,83,10,1422,24.417,Single,800.58803,10,96,9607.17739,50
7,83,10,1337,47.4938,Single,800.58803,10,96,9607.17739,50
8,83,10,856,150.7394,Double,800.58803,10,96,9607.17739,50
0,84,9,246,137.4969,Single,800.825,9,91,9607.23065,50
1,84,9,701,162.1417,Single,800.825,9,91,9607.23065,50
2,84,9,442,195.3374,Single,800.825,9,91,9607.23065,50
3,84,9,987,73.3783,Single,800.825,9,91,9607.23065,50
4,84,9,803,93.615,Single,800.825,9,91,9607.23065,50
5,84,9,1498,27.4554,Single,800.825,9,91,9607.23065,50
6,84,9,686,47.331,Single,800.825,9,91,9607.23065,50
7,84,9,685,51.867,Single,800.825,9,91,9607.23065,50
8,84,9,1386,12.2023,Single,800.825,9,91,9607.23065,50
0,85,9,243,120.1801,Single,800.80158,14,90,9605.89069,50
1,85,9,438,225.937,Single,800.80158,14,90,9605.89069,50
2,85,9,707,88.49709,Single,800.80158,14,90,9605.89069,50
3,85,9,1152,99.2019,Single,800.80158,14,90,9605.89069,50
4,85,9,1442,23.648,Single,800.80158,14,90,9605.89069,50
5,85,9,1228,39.73129,Single,800.80158,14,90,9605.89069,50
6,85,9,1319,52.8883,Single,800.80158,14,90,9605.89069,50
7,85,9,854,150.7179,Double,800.80158,14,90,9605.89069,50
0,86,8,929,116.8811,Single,800.70893,6,96,9606.58655,51
1,86,8,951,79.47566,Single,800.70893,6,96,9606.58655,51
2,86,8,1039,94.4503,Single,800.70893,6,96,9606.58655,51
3,86,8,1136,33.62777,Single,800.70893,6,96,9606.58655,51
4,86,8,1168,48.343,Single,800.70893,6,96,9606.58655,51
5,86,8,1306,49.5367,Single,800.70893,6,96,9606.58655,51
6,86,8,284,378.3944,Double,800.70893,6,96,9606.58655,51
0,87,8,183,137.9587,Single,799.77168,15,99,9604.83317,51
1,87,8,962,162.7557,Single,799.77168,15,99,9604.83317,51
2,87,8,532,194.6354,Single,799.77168,15,99,9604.83317,51
3,87,8,1279,65.2912,Single,799.77168,15,99,9604.83317,51
4,87,8,1267,73.68408,Single,799.77168,15,99,9604.83317,51
5,87,8,515,85.7589,Single,799.77168,15,99,9604.83317,51
6,87,8,1411,19.9093,Single,799.77168,15,99,9604.83317,51
7,87,8,1193,59.7784,Single,799.77168,15,99,9604.83317,51
0,88,10,342,114.6727,Single,800.75054,12,97,9606.32338,50
1,88,10,730,150.1752,Single,800.75054,12,97,9606.32338,50
2,88,10,1073,67.8052,Single,800.75054,12,97,9606.32338,50
3,88,10,201,81.0636,Single,800.75054,12,97,9606.32338,50
4,88,10,1261,74.47274,Single,800.75054,12,97,9606.32338,50
5,88,10,1362,12.5774,Single,800.75054,12,97,9606.32338,50
6,88,10,524,57.0576,Single,800.75054,12,97,9606.32338,50
7,88,10,1369,12.3748,Single,800.75054,12,97,9606.32338,50
8,88,10,816,230.5513,Double,800.75054,12,97,9606.32338,50
0,89,8,343,114.73,Single,800.7885,2,96,9605.72124,51
1,89,8,80,150.3797,Single,800.7885,2,96,9605.72124,51
2,89,8,1297,62.9468,Single,800.7885,2,96,9605.72124,51
3,89,8,1298,97.3247,Single,800.7885,2,96,9605.72124,51
4,89,8,867,92.3933,Single,800.7885,2,96,9605.72124,51
5,89,8,621,52.5893,Single,800.7885,2,96,9605.72124,51
6,89,8,818,230.4247,Double,800.7885,2,96,9605.72124,51
0,90,7,458,115.481,Single,800.868,7,97,9607.61069,51
1,90,7,711,97.2717,Single,800.868,7,97,9607.61069,51
2,90,7,1264,65.7261,Single,800.868,7,97,9607.61069,51
3,90,7,833,95.8434,Single,800.868,7,97,9607.61069,51
4,90,7,1133,46.6002,Single,800.868,7,97,9607.61069,51
5,90,7,6,379.9456,Double,800.868,7,97,9607.61069,51
0,91,8,369,116.6223,Single,800.7359,9,91,9607.23065,50
1,91,8,81,150.2584,Single,800.7359,9,91,9607.23065,50
2,91,8,326,228.8748,Single,800.7359,9,91,9607.23065,50
3,91,8,1328,85.6841,Single,800.7359,9,91,9607.23065,50
4,91,8,1052,99.5389,Single,800.7359,9,91,9607.23065,50
5,91,8,1204,55.24181,Single,800.7359,9,91,9607.23065,50
6,91,8,1416,24.3991,Single,800.7359,9,91,9607.23065,50
7,91,8,1035,40.11649,Single,800.7359,9,91,9607.23065,50
